Ename,Age,NumCompaniesWorked,Previous company experience,Job role in previous company,Number of years experience in prevoius company,Reason for leaving,Salary in previous company,Present expectation Y/N,Expectation of hike in %,Promotion Y/N,New designation after promotion,Attrition,BusinessTravel,Department,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsWithCurrManager
George Baker,45,2,Yes,Research Scientist,9,for a higher pay,1848.5,Yes,0.35,Yes,Research Scientist,No,Travel_Rarely,Research & Development,4,452,4,Male,3,2,Research Scientist,4,Married,3697,No,3,2,12,10,8
Michael Bryant,40,1,Yes,Junior Sales Executive,2,Lack of flexible work options,3728.5,Yes,0.15,Yes,Sales Executive,No,Travel_Rarely,Sales,2,453,2,Male,1,2,Sales Executive,4,Married,7457,Yes,4,3,6,4,2
Michael Lee,29,1,Yes,Laboratory Technician,1,Lack of flexible work options,1059.5,Yes,0.35,Yes,Laboratory Technician,Yes,Travel_Rarely,Research & Development,4,454,2,Male,1,1,Laboratory Technician,1,Married,2119,Yes,3,0,7,7,7
Donald Hubbard,29,1,Yes,Laboratory Technician,0,Lack of flexible work options,1991.5,Yes,0.15,Yes,Laboratory Technician,No,Travel_Rarely,Research & Development,5,455,2,Male,2,1,Laboratory Technician,4,Single,3983,No,3,0,4,3,2
Olivia Gallegos,30,3,Yes,Junior Sales Executive,1,for a higher pay,3059,Yes,0.35,Yes,Sales Executive,No,Travel_Rarely,Sales,3,456,4,Female,2,2,Sales Executive,3,Divorced,6118,No,3,3,10,10,2
Sheryl Young,27,1,Yes,Junior Sales Executive,1,Lack of flexible work options,3107,Yes,0.35,Yes,Sales Executive,No,Travel_Rarely,Sales,4,458,2,Female,3,2,Sales Executive,2,Married,6214,No,3,1,8,8,7
Eric Horn,37,1,Yes,Manufacturing Director,7,Lack of flexible work options,3173.5,Yes,0.35,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,2,460,4,Male,3,2,Manufacturing Director,4,Divorced,6347,No,3,2,8,6,4
Timothy Stone,38,2,Yes,Research Director,0,for a higher pay,5755,Yes,0.3,Yes,Research Director,No,Travel_Rarely,Research & Development,2,461,3,Male,2,3,Research Director,4,Divorced,11510,Yes,3,1,12,11,9
Christina Weaver,31,3,Yes,Manufacturing Director,1,for a higher pay,3571.5,Yes,0.3,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,4,462,3,Female,3,3,Manufacturing Director,4,Single,7143,Yes,3,0,11,11,10
Patricia Thomas,29,1,Yes,Junior Sales Executive,1,Lack of flexible work options,4134,Yes,0.35,Yes,Sales Executive,No,Travel_Rarely,Sales,1,463,4,Female,2,2,Sales Executive,2,Divorced,8268,Yes,3,2,7,7,7
John Abbott,35,4,Yes,Manufacturing Director,0,Lack of flexible work options,4047.5,Yes,0.35,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,4,464,3,Male,3,3,Manufacturing Director,2,Single,8095,No,3,0,17,16,13
Daniel Diaz,23,1,No,Research Scientist,1,No previous experience,1452,Yes,0.15,Yes,Research Scientist,No,Travel_Rarely,Research & Development,1,465,3,Male,3,1,Research Scientist,4,Divorced,2904,No,3,2,4,4,2
Mark Fletcher,41,1,Yes,Manufacturing Director,6,Lack of flexible work options,3016,Yes,0.15,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,3,466,4,Male,2,2,Manufacturing Director,2,Single,6032,Yes,3,0,8,5,2
Douglas Floyd,47,1,Yes,Sales Representative,3,Lack of flexible work options,1488,Yes,0.15,Yes,Sales Representative,No,Travel_Frequently,Sales,1,467,2,Male,3,2,Sales Representative,3,Single,2976,No,3,0,5,5,0
Jennifer Wolfe,42,3,Yes,Research Director,2,Lack of flexible work options,7996,Yes,0.35,Yes,Research Director,No,Travel_Rarely,Research & Development,5,468,1,Female,3,4,Research Director,4,Single,15992,No,3,0,16,1,0
Brandon Schmidt,29,1,Yes,Junior Sales Executive,1,Lack of flexible work options,2324.5,Yes,0.15,Yes,Sales Executive,No,Non-Travel,Sales,3,469,4,Male,3,2,Sales Executive,3,Married,4649,No,3,1,4,4,2
Phillip Larson,42,1,Yes,Human Resources,0,Lack of flexible work options,1348,No,0,No,Human Resources,No,Travel_Rarely,Human Resources,1,470,3,Male,3,1,Human Resources,3,Divorced,2696,Yes,3,1,4,3,0
Natalie Hall,32,1,Yes,Laboratory Technician,1,Lack of flexible work options,1185,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,3,471,3,Female,3,1,Laboratory Technician,2,Married,2370,No,3,1,8,8,7
Sherry Gomez,48,2,Yes,Manager,3,Lack of flexible work options,6252,No,0,No,Manager,No,Travel_Rarely,Sales,1,473,1,Female,3,3,Manager,3,Married,12504,No,4,1,15,5,0
Zachary Hunter,37,3,Yes,Research Scientist,4,Lack of flexible work options,2987,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,3,474,3,Male,4,2,Research Scientist,1,Divorced,5974,Yes,3,2,13,7,7
Christina Gomez,30,1,Yes,Junior Sales Executive,7,Lack of flexible work options,2368,No,0,No,Sales Executive,No,Non-Travel,Sales,2,475,4,Female,3,2,Sales Executive,3,Married,4736,Yes,3,1,4,2,2
Benjamin Parker,26,1,Yes,Junior Sales Executive,1,Lack of flexible work options,2648,No,0,No,Sales Executive,No,Travel_Rarely,Sales,3,476,3,Male,3,2,Sales Executive,3,Married,5296,No,3,1,8,8,7
William Johnson,42,2,Yes,Healthcare Representative,3,Lack of flexible work options,3390.5,No,0,No,Healthcare Representative,No,Travel_Rarely,Research & Development,4,477,1,Male,2,2,Healthcare Representative,4,Single,6781,No,4,0,14,1,0
Angela Elliott,21,1,No,Sales Representative,1,No previous experience,1087,No,0,No,Sales Representative,Yes,Travel_Frequently,Sales,1,478,1,Female,2,1,Sales Representative,2,Single,2174,Yes,3,0,3,3,2
Jade Harris,36,1,Yes,Junior Sales Executive,4,Lack of flexible work options,3326.5,No,0,No,Sales Executive,No,Non-Travel,Sales,5,479,4,Female,3,2,Sales Executive,4,Single,6653,No,3,0,7,1,0
Joseph Suarez,36,4,Yes,Junior Sales Executive,4,for a higher pay,4849.5,No,0,No,Sales Executive,No,Travel_Frequently,Sales,4,481,1,Male,2,3,Sales Executive,4,Married,9699,No,3,1,16,13,12
Joe Cervantes,57,3,Yes,Healthcare Representative,2,Lack of flexible work options,3377.5,No,0,No,Healthcare Representative,No,Travel_Rarely,Research & Development,4,482,4,Male,3,2,Healthcare Representative,3,Married,6755,No,3,0,15,3,2
Carol Fisher,40,2,Yes,Laboratory Technician,3,Lack of flexible work options,1106.5,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,4,483,4,Female,4,1,Laboratory Technician,3,Married,2213,Yes,3,1,10,7,7
Peter Cooper,21,1,No,Sales Representative,1,No previous experience,1305,No,0,No,Sales Representative,No,Non-Travel,Sales,2,484,1,Male,3,1,Sales Representative,4,Single,2610,No,4,0,3,3,2
Kelly Flores,33,1,Yes,Sales Representative,1,Lack of flexible work options,1425.5,No,0,No,Sales Representative,Yes,Travel_Rarely,Sales,3,485,4,Female,3,1,Sales Representative,3,Single,2851,Yes,3,0,1,1,0
Betty Paul,37,4,Yes,Laboratory Technician,6,Lack of flexible work options,1726,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,3,486,3,Female,3,1,Laboratory Technician,1,Married,3452,No,4,1,17,5,3
Anita Guzman,46,1,Yes,Manufacturing Director,2,Lack of flexible work options,2629,No,0,No,Manufacturing Director,No,Non-Travel,Research & Development,4,487,3,Female,3,2,Manufacturing Director,3,Married,5258,No,3,0,7,1,0
Charles Campbell,41,1,Yes,Junior Sales Executive,1,Lack of flexible work options,4677.5,No,0,No,Sales Executive,Yes,Travel_Frequently,Sales,3,488,1,Male,3,2,Sales Executive,2,Single,9355,No,3,0,8,8,7
James Little,50,4,Yes,Healthcare Representative,6,Lack of flexible work options,5248,No,0,No,Healthcare Representative,No,Travel_Rarely,Research & Development,3,491,4,Male,2,3,Healthcare Representative,4,Single,10496,No,3,0,20,4,3
Mario Mann,40,1,Yes,Junior Sales Executive,2,Lack of flexible work options,3190,No,0,No,Sales Executive,Yes,Travel_Rarely,Sales,2,492,3,Male,2,2,Sales Executive,3,Married,6380,Yes,3,2,8,6,0
Christopher Hall,31,1,Yes,Research Scientist,0,Lack of flexible work options,1328.5,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,4,493,3,Male,2,1,Research Scientist,2,Single,2657,Yes,3,0,3,2,2
Cassandra Moore,21,1,No,Sales Representative,1,No previous experience,1358,No,0,No,Sales Representative,Yes,Travel_Rarely,Sales,3,494,3,Female,4,1,Sales Representative,2,Single,2716,No,3,0,1,1,0
Thomas Kane,29,1,Yes,Research Scientist,9,Lack of flexible work options,1100.5,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,3,495,4,Male,3,1,Research Scientist,4,Single,2201,No,3,0,6,3,2
Steven Hunt,35,3,Yes,Healthcare Representative,9,Lack of flexible work options,3270,No,0,No,Healthcare Representative,No,Travel_Rarely,Research & Development,4,496,3,Male,2,2,Healthcare Representative,2,Single,6540,No,3,0,10,1,0
Joshua George,27,1,Yes,Laboratory Technician,1,Lack of flexible work options,1908,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,2,497,4,Male,3,1,Laboratory Technician,2,Divorced,3816,No,3,1,5,5,4
Michael Foster,28,1,Yes,Junior Sales Executive,1,Lack of flexible work options,2626.5,No,0,No,Sales Executive,No,Travel_Rarely,Sales,4,498,2,Male,3,2,Sales Executive,4,Single,5253,No,3,0,7,7,7
William Jefferson,49,4,Yes,Healthcare Representative,8,Lack of flexible work options,5482.5,No,0,No,Healthcare Representative,No,Travel_Rarely,Research & Development,3,499,2,Male,2,3,Healthcare Representative,3,Single,10965,No,4,0,26,5,0
Debra Smith,51,4,Yes,Junior Sales Executive,4,Lack of flexible work options,2468,No,0,No,Sales Executive,No,Travel_Rarely,Sales,2,500,3,Female,3,2,Sales Executive,4,Married,4936,No,3,1,18,7,7
Deanna Rodriguez,36,1,Yes,Research Scientist,4,Lack of flexible work options,1271.5,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,3,501,4,Female,3,1,Research Scientist,3,Married,2543,No,3,1,6,2,2
Eric Garcia,34,2,Yes,Junior Sales Executive,8,Lack of flexible work options,2652,No,0,No,Sales Executive,Yes,Non-Travel,Sales,3,502,1,Male,4,2,Sales Executive,4,Single,5304,Yes,3,0,9,5,4
Paula Thomas,55,4,Yes,Manager,2,Lack of flexible work options,8329.5,No,0,No,Manager,No,Travel_Rarely,Research & Development,3,505,3,Female,3,4,Manager,4,Single,16659,Yes,3,0,30,5,2
Melissa Collins,24,1,No,Junior Sales Executive,1,No previous experience,2130,No,0,No,Sales Executive,No,Travel_Rarely,Sales,4,507,4,Female,3,2,Sales Executive,3,Divorced,4260,Yes,3,1,5,5,3
Joseph Galvan,30,1,Yes,Sales Representative,1,Lack of flexible work options,1238,No,0,No,Sales Representative,No,Travel_Rarely,Sales,1,508,3,Male,3,1,Sales Representative,2,Married,2476,No,3,1,1,1,0
Justin Taylor,26,1,Yes,Research Scientist,0,Lack of flexible work options,1551,No,0,No,Research Scientist,Yes,Travel_Frequently,Research & Development,1,510,3,Male,3,1,Research Scientist,1,Single,3102,No,4,0,7,6,4
Tara Lawrence,22,1,No,Research Scientist,1,No previous experience,1122,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,3,511,1,Female,3,1,Research Scientist,2,Married,2244,No,3,1,2,2,2
John Carey,36,3,Yes,Junior Sales Executive,1,for a higher pay,3798,No,0,No,Sales Executive,No,Travel_Rarely,Sales,2,513,2,Male,2,3,Sales Executive,3,Married,7596,No,3,2,10,10,0
Robert Mason,30,1,Yes,Research Scientist,9,Lack of flexible work options,1142.5,No,0,No,Research Scientist,Yes,Travel_Frequently,Research & Development,3,514,3,Male,3,1,Research Scientist,4,Single,2285,Yes,4,0,3,1,0
Alexis Hall,37,4,Yes,Laboratory Technician,1,Lack of flexible work options,1517,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,3,515,4,Female,3,1,Laboratory Technician,1,Divorced,3034,No,3,1,18,18,17
Natalie Pruitt,40,1,Yes,Junior Sales Executive,7,Lack of flexible work options,2857.5,No,0,No,Sales Executive,No,Travel_Rarely,Sales,2,516,4,Female,3,2,Sales Executive,2,Divorced,5715,No,3,2,8,5,3
Elizabeth Allen,42,1,Yes,Laboratory Technician,3,Lack of flexible work options,1288,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,4,517,2,Female,3,1,Laboratory Technician,1,Divorced,2576,No,3,1,8,5,2
Antonio Combs,37,4,Yes,Manufacturing Director,2,Lack of flexible work options,2098.5,No,0,No,Manufacturing Director,No,Travel_Rarely,Research & Development,4,518,3,Male,3,2,Manufacturing Director,2,Single,4197,Yes,3,0,18,1,1
John Martinez,43,4,Yes,Research Director,1,Lack of flexible work options,7168,No,0,No,Research Director,No,Travel_Rarely,Research & Development,3,520,1,Male,2,4,Research Director,2,Divorced,14336,No,3,1,25,25,9
Amanda Santiago,40,4,Yes,Laboratory Technician,6,Lack of flexible work options,1724,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,3,521,2,Female,2,2,Laboratory Technician,3,Married,3448,No,4,1,20,1,0
Bradley Stewart,54,4,Yes,Research Director,4,Lack of flexible work options,9703,No,0,No,Research Director,No,Travel_Rarely,Research & Development,2,522,1,Male,3,5,Research Director,1,Married,19406,No,3,1,24,4,2
Jennifer Paul,34,1,Yes,Junior Sales Executive,9,Lack of flexible work options,3269,No,0,No,Sales Executive,No,Non-Travel,Sales,4,523,3,Female,3,2,Sales Executive,3,Married,6538,No,3,1,6,3,2
Jacqueline Williams,31,2,Yes,Manufacturing Director,1,for a higher pay,2153,No,0,No,Manufacturing Director,No,Travel_Rarely,Research & Development,2,524,2,Female,3,2,Manufacturing Director,1,Married,4306,No,3,1,13,13,12
Cory Fitzgerald,43,1,Yes,Laboratory Technician,7,Lack of flexible work options,1129,No,0,No,Laboratory Technician,No,Travel_Frequently,Research & Development,3,525,4,Male,3,1,Laboratory Technician,4,Married,2258,No,4,1,8,3,2
Sara Smith,43,1,Yes,Healthcare Representative,4,Lack of flexible work options,2261,No,0,No,Healthcare Representative,No,Travel_Rarely,Research & Development,4,526,3,Female,3,2,Healthcare Representative,3,Divorced,4522,Yes,3,0,8,5,2
Laura Hunt,25,1,No,Junior Sales Executive,1,No previous experience,2243.5,No,0,No,Sales Executive,No,Travel_Rarely,Sales,2,527,2,Female,2,2,Sales Executive,4,Single,4487,Yes,3,0,5,5,3
Amanda Johnson,37,3,Yes,Research Scientist,3,for a higher pay,2224.5,No,0,No,Research Scientist,No,Non-Travel,Research & Development,5,529,2,Female,3,2,Research Scientist,3,Married,4449,Yes,3,2,15,13,7
Paul Bailey,31,1,Yes,Laboratory Technician,1,Lack of flexible work options,1109,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,2,530,4,Male,2,1,Laboratory Technician,1,Married,2218,No,3,1,4,4,2
John Diaz,39,4,Yes,Manager,1,Lack of appreciation or recognition,9598.5,Yes,0.5,Yes,Manager,No,Travel_Frequently,Research & Development,1,531,2,Male,3,5,Manager,3,Divorced,19197,Yes,3,1,21,21,6
Kathleen Haynes,56,4,Yes,Junior Sales Executive,9,Lack of flexible work options,6606,Yes,0.35,Yes,Sales Executive,No,Travel_Frequently,Sales,3,532,3,Female,4,4,Sales Executive,1,Married,13212,No,3,3,36,7,7
Chelsea Wilkinson,30,1,Yes,Junior Sales Executive,0,Lack of flexible work options,3288.5,Yes,0.15,Yes,Sales Executive,No,Travel_Rarely,Sales,3,533,2,Female,3,2,Sales Executive,3,Single,6577,No,3,0,6,5,4
Donald Meza,41,2,Yes,Junior Sales Executive,1,for a higher pay,4196,Yes,0.35,Yes,Sales Executive,No,Travel_Rarely,Sales,3,534,2,Male,4,3,Sales Executive,1,Married,8392,No,3,1,10,10,7
Trevor Luna,28,3,Yes,Laboratory Technician,1,for a higher pay,2279,Yes,0.35,Yes,Laboratory Technician,No,Travel_Rarely,Research & Development,2,536,3,Male,3,2,Laboratory Technician,1,Divorced,4558,No,3,1,10,10,8
Martin Moore,25,1,No,Laboratory Technician,5,No previous experience,2015.5,Yes,0.15,Yes,Laboratory Technician,Yes,Travel_Rarely,Research & Development,3,538,1,Male,3,1,Laboratory Technician,1,Married,4031,No,3,1,6,2,2
Timothy Long,52,4,Yes,Manufacturing Director,2,Lack of flexible work options,3984.5,Yes,0.35,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,3,543,4,Male,2,3,Manufacturing Director,3,Married,7969,Yes,3,0,28,5,4
Joshua Cohen,45,1,Yes,Research Scientist,3,Lack of flexible work options,1327,Yes,0.15,Yes,Research Scientist,No,Travel_Rarely,Research & Development,2,544,1,Male,3,1,Research Scientist,4,Married,2654,No,4,2,8,2,2
Samantha Lopez,52,4,Yes,Manager,2,Lack of flexible work options,8277.5,Yes,0.35,Yes,Manager,No,Travel_Rarely,Research & Development,2,546,4,Female,3,4,Manager,4,Married,16555,No,3,0,31,5,4
Michelle Ramos,42,4,Yes,Research Scientist,2,Lack of flexible work options,2278,Yes,0.35,Yes,Research Scientist,No,Travel_Frequently,Research & Development,2,547,1,Female,3,2,Research Scientist,3,Divorced,4556,No,3,1,19,5,2
Laurie Hill,30,2,Yes,Manufacturing Director,2,Lack of flexible work options,3045.5,Yes,0.35,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,3,548,3,Female,1,2,Manufacturing Director,4,Single,6091,No,4,0,11,5,2
Tiffany Miller,60,4,Yes,Manager,5,Lack of opportunities for carrier growth and development,9783,Yes,0.5,Yes,Manager,No,Travel_Rarely,Research & Development,3,549,1,Female,3,5,Manager,1,Married,19566,No,3,0,33,29,10
Alyssa Bowman,46,4,Yes,Manufacturing Director,2,for a higher pay,2405,Yes,0.35,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,3,550,3,Female,3,2,Manufacturing Director,3,Divorced,4810,No,3,1,19,10,8
Dana Ramirez,42,1,Yes,Healthcare Representative,0,Lack of flexible work options,2261.5,Yes,0.35,Yes,Healthcare Representative,No,Travel_Frequently,Research & Development,4,551,4,Female,2,2,Healthcare Representative,4,Married,4523,No,3,3,7,6,4
Lisa Mendoza,24,1,No,Sales Representative,1,No previous experience,1601,Yes,0.15,Yes,Sales Representative,Yes,Travel_Rarely,Sales,1,554,1,Female,3,1,Sales Representative,2,Single,3202,Yes,3,0,6,5,4
Regina Cardenas,34,1,Yes,Sales Representative,0,Lack of flexible work options,1175.5,Yes,0.15,Yes,Sales Representative,Yes,Travel_Frequently,Sales,2,555,4,Female,1,1,Sales Representative,3,Divorced,2351,No,3,1,3,2,0
Brian Shepherd,38,1,Yes,Laboratory Technician,1,Lack of flexible work options,851,Yes,0.15,Yes,Laboratory Technician,No,Travel_Frequently,Research & Development,2,556,4,Male,3,1,Laboratory Technician,4,Married,1702,Yes,4,1,1,1,0
Theresa Gill,40,4,Yes,Manager,0,Lack of appreciation or recognition,9020.5,Yes,0.5,Yes,Manager,No,Travel_Rarely,Sales,4,558,3,Female,3,5,Manager,3,Married,18041,No,3,0,21,20,12
Virginia Rivera,26,1,Yes,Research Scientist,1,Lack of flexible work options,1443,Yes,0.15,Yes,Research Scientist,No,Travel_Rarely,Research & Development,3,560,1,Female,3,1,Research Scientist,4,Divorced,2886,No,4,2,3,3,2
David Zuniga,30,3,Yes,Laboratory Technician,4,Lack of flexible work options,1048.5,Yes,0.15,Yes,Laboratory Technician,No,Non-Travel,Research & Development,3,562,3,Male,3,1,Laboratory Technician,4,Married,2097,No,3,1,9,5,4
Christopher Frank,29,2,Yes,Research Director,1,for a higher pay,5967.5,Yes,0.35,Yes,Research Director,No,Travel_Rarely,Research & Development,4,564,2,Male,2,3,Research Director,3,Married,11935,No,3,0,10,10,7
Sonya Wilson,29,1,Yes,Research Scientist,5,Lack of flexible work options,1273,Yes,0.15,Yes,Research Scientist,Yes,Travel_Rarely,Research & Development,5,565,3,Female,2,1,Research Scientist,2,Married,2546,No,3,0,6,2,1
Nicholas Cowan,19,1,No,Human Resources,1,No previous experience,1282,Yes,0.15,Yes,Human Resources,Yes,Travel_Rarely,Human Resources,2,566,1,Male,2,1,Human Resources,4,Single,2564,No,3,0,1,1,0
Krystal Petty,30,3,Yes,Junior Sales Executive,0,Lack of flexible work options,4206,Yes,0.35,Yes,Sales Executive,No,Non-Travel,Sales,4,567,3,Female,3,3,Sales Executive,1,Married,8412,No,3,0,10,9,8
John Cervantes,57,4,Yes,Manager,3,Lack of flexible work options,7059,Yes,0.35,Yes,Manager,No,Travel_Rarely,Sales,3,568,1,Male,2,4,Manager,4,Divorced,14118,No,3,1,32,1,0
Aaron Lyons,50,4,Yes,Manager,0,Lack of opportunities for carrier growth and development,8523,Yes,0.5,Yes,Manager,No,Travel_Rarely,Research & Development,4,569,2,Male,2,4,Manager,3,Married,17046,No,3,1,28,27,7
Crystal Lynch,30,2,Yes,Laboratory Technician,0,for a higher pay,1282,Yes,0.3,Yes,Laboratory Technician,No,Non-Travel,Research & Development,3,571,3,Female,3,1,Laboratory Technician,4,Single,2564,No,3,0,12,11,7
Amanda Contreras,60,4,Yes,Junior Sales Executive,4,Lack of opportunities for carrier growth and development,5133,Yes,0.5,Yes,Sales Executive,No,Travel_Frequently,Sales,3,573,3,Female,2,3,Sales Executive,1,Married,10266,No,3,0,22,18,11
